,title,homesection,publishdate,pageviews,popularity
32859,Real Madrid ville have ham – og så brækkede han benet,Sport og Spil,2018-11-17 17:31:34 UTC,19921,1
32571,Medie: Maradona med voldsomme krav til ny arbejdsgiver,Intl. fodbold,2018-09-13 08:25:27 UTC,13,0
14259,Dansk rejsekoncern har skiftet navn: Blev forvekslet med krakket flyselskab,Finans,2018-10-08 09:08:01 UTC,169,0
12727,Her får strandgæster kæmpe overraskelse,Ferie,2018-05-08 08:54:08 UTC,140106,1
7688,Mor kæmpede forgæves: Lille pige bidt ihjel af familiens hund,112,2018-08-02 10:39:06 UTC,173028,1
23190,Engelsk avis kårer ny dansk bydel som en af de hippeste i Europa,Samfund,2018-09-05 15:34:13 UTC,25,0
3887,Imponér gæsterne med hjemmelavet påskefrokost,Tips og guides,2018-05-23 15:15:33 UTC,55,0
32383,FCK-stjerne afviste Ståle: - Han ødelagde en hel jul,FC København,2018-10-08 09:03:42 UTC,48010,1
24640,Drama i kulissen årsag til togkaos: Noget lort!,Samfund,2018-11-05 19:27:31 UTC,29698,1
31941,Karen Thisted efter 'Klovn'-afsnit: Casper er skidesur på mig,Danske kendte,2018-08-21 06:01:09 UTC,190010,1
28901,Teenage-talent strålede i OB-comeback,Superligaen,2018-07-22 16:11:07 UTC,19145,1
13392,Mystik om kvindevold i whiskeybæltet,Krimi,2018-06-16 09:25:14 UTC,26330,1
24699,Dansk VM-modstander holder vejret: Kokain-sag kan fælde anfører,VM 2018,2018-05-03 12:45:11 UTC,10609,0
14349,Manglen på arbejdskraft er på sit højeste i 10 år ,Finans,2018-05-20 20:38:00 UTC,5,0
280,VM-stjerner fordriver tiden med Fortnite,E-Sport,2018-06-20 17:19:12 UTC,3567,0
34629,Skraber bunden i 'Vild med dans': Reddet af TV2's særregel,"Film, tv & radio",2018-10-26 21:11:17 UTC,239154,1
16765,Trump: Angreb på Syrien kommer snart eller ikke snart,Ritzau,2018-04-12 12:35:53 UTC,1,0
16345,Lektor: Islamisk Stat har prydet plakaten til valg i Irak,Ritzau,2018-05-12 05:00:01 UTC,1,0
10048,OVERBLIK: Her er sagerne om deling af sexvideoer,112,2018-07-06 16:35:26 UTC,365,0
31483,Dansk stjerne udsat for hævnporno,Danske kendte,2018-10-23 17:19:08 UTC,92619,1
7392,Hovedvej helt spærret efter uheld,112,2018-05-08 11:17:15 UTC,53409,1
32530,Stor succes for Harder i Bundesligaen,Intl. fodbold,2018-05-09 20:20:19 UTC,1324,0
35438,Syriske militærkilder afviser medierapporter om missilangreb,Krig & katastrofer,2018-04-17 04:37:45 UTC,956,0
31818,"DR-vært: Jeg tror ikke det er mig, der er din mor",Danske kendte,2018-05-15 09:52:28 UTC,46361,1
2701,Smider tøjet på festival: Det er det ultimative kick,Event & Kultur,2018-06-09 09:39:53 UTC,129581,1
4283,Brøndby slår til før lukketid: Henter fløj-kanon hjem,Transfer,2018-08-31 12:32:02 UTC,80648,1
35067,Uenig i landsholdsudtagelse: - Det er paradoksalt,Landsholdsfodbold,2018-10-05 18:20:15 UTC,42414,1
833,Bilen med det misvisende navn har fået en effektiv makeover ,Bilanmeldelser,2018-05-14 07:10:05 UTC,70580,1
6876,Megasucces vender tilbage efter 10 år,Event & Kultur,2018-11-13 10:02:18 UTC,69860,1
18327,Amerikaner i top 10 med Miami-triumf,Tennis,2018-04-02 09:08:19 UTC,1183,0
2163,Dansker vinder VM-sølv,Anden sport,2018-08-26 14:20:08 UTC,1163,0
14165,Egmont går i kamp mod nethandelsgiganter: E-handlen skal nå en omsætning på knap 4 mia. i 2020,Finans,2018-05-09 19:18:01 UTC,1,0
24299,Nu er det nok: Tyr brækkede begge ben efter spring fra lastvogn,Samfund,2018-10-16 20:52:33 UTC,67813,1
16515,Macron: Jeg overtalte Trump til at blive i Syrien,Ritzau,2018-04-15 23:55:00 UTC,4,0
23921,Derfor går vi ikke med bare bryster,Samfund,2018-07-04 09:04:20 UTC,129120,1
5437,Arsenal-angriber ramt af skrækskade: Var det den sidste kamp?,Europa League,2018-11-09 13:14:43 UTC,42604,1
25308,Neymar lagt for had og gjort til grin: - Kritikken af mig var overdrevet,VM 2018,2018-07-22 10:08:36 UTC,2486,0
21820,Raser over nye fraværsregler: Gymnasieelever boykotter undervisning,Samfund,2018-11-19 22:52:52 UTC,27914,1
28509,Aflyst hovednavn: Roskilde afslører erstatning,DK MusikNYT,2018-05-02 12:00:07 UTC,38486,1
456,"Biltour18: Del 4. Landpatter, klodset eller firkantet og et ligtog",Jeppe Søe,2018-07-24 19:45:49 UTC,5740,0
23048,Forfatter retter kritik mod 73 år gammelt drab: - Det var modbydeligt!,Samfund,2018-05-05 10:03:55 UTC,28564,1
10361,LTF bandes advokat: Jeg er klar med modtræk,112,2018-09-04 09:24:31 UTC,91,0
18915,Kyllingen efter Froomes massakre: - Kan ikke være astma-medicinen,Cykling,2018-05-25 20:24:53 UTC,68751,1
32046,Vidne i retten: Realitystjerne snød psykisk syg mand ,Danske kendte,2018-05-09 21:24:23 UTC,9840,0
19078,Hykler grøn,Lederen,2018-05-06 06:00:00 UTC,12331,1
13680,Verdens dyreste bil solgt gennem offentligt salg,Finans,2018-08-26 13:53:01 UTC,1,0
35676,Nu vil Israel også lande på Månen,Videnskab & teknik,2018-07-12 22:21:41 UTC,1697,0
10947,Nye stenkast på motorvej: Bil og lastbil ramt,112,2018-11-19 15:30:05 UTC,61364,1
33421,Wenger ærgrer sig over Ronaldo: Vi var meget tæt på,Premier League,2018-05-18 09:15:59 UTC,2478,0
20969,Danske kvinder rejser ud af landet for at få aborter,Samfund,2018-04-17 04:33:51 UTC,1330,0
21920,Seruminstitut: Bliv vaccineret mod mæslinger før udlandsrejsen,Samfund,2018-08-20 22:13:23 UTC,676,0
18943,Fuglsangs teenage-kæreste afviste berømt rival,Cykling,2018-06-07 21:26:58 UTC,98139,1
34338,Legendarisk dansk tv-program vender tilbage ,"Film, tv & radio",2018-07-31 11:18:12 UTC,99805,1
22632,Lidt for tæt på: Se hvidhaj angribe dykkere,Samfund,2018-10-05 14:01:02 UTC,28456,1
14158,Fodboldagenten Solbakken scorer millionrekord,Finans,2018-07-30 19:23:01 UTC,13,0
30129,Mistænkt for million-svindel: Arbejdede kun på deltid,Dansk politik,2018-10-13 17:15:04 UTC,124607,1
30140,Efter vild udmelding: Mette F afviser Sass,Dansk politik,2018-11-08 14:11:33 UTC,20856,1
10529,Politiet var massivt til stede på Nørrebro,112,2018-09-26 17:44:36 UTC,10,0
28955,Arrogant straffespark fik stor betydning,Superligaen,2018-11-25 13:55:44 UTC,6918,0
2272,Fik sin revanche,Sjællandmidt,2018-09-19 17:26:57 UTC,27,0
27391,Kæmpekø og kiosk-hygge: Afdød pølsedronnings drøm blev endelig opfyldt,nationen,2018-04-23 13:18:43 UTC,113872,1
23876,Stilladsarbejdere i oprør: Københavns Kommune udfører social dumping,Samfund,2018-04-19 15:15:48 UTC,8711,0
13343,Seks kickstartede rockerkrig: Kun Svend 'Svin' og 'Bad Ass' er tilbage i Hells Angels,Krimi,2018-09-10 16:35:13 UTC,321,0
23807,Rederier skeler frygtsomt mod kæmpernes toldkrig,Samfund,2018-04-04 13:17:44 UTC,521,0
24217,Flyselskab: Vi går konkurs til midnat,Samfund,2018-10-01 18:57:55 UTC,269119,1
8913,Flere børn alvorligt kvæstet i brand nær Paris,112,2018-08-19 23:05:28 UTC,459,0
3046,Dansk spiller-tilbud vækker glæde: Er Europas mest populære,Dansk fodbold,2018-08-19 12:03:23 UTC,26531,1
34268,Salah er tilbage: Liverpool storsejrede i Champions League,Champions League,2018-10-24 23:05:10 UTC,2428,0
1396,Angste kommissærer uddeler mundkurve,Bent Falbert,2018-11-01 12:07:30 UTC,2912,0
4944,TV: Okserne fra Hammel ,Jyllandmidt,2018-08-31 19:03:11 UTC,22,0
12582,Kig ned: Vejdirektoratet tager nyt middel i brug mod spøgelsesbilister,Biler,2018-10-25 23:45:12 UTC,35475,1
26877,Danske familier lå i vandet i syv timer: - Vi kan stadig høre skrigene,Tæt på,2018-08-04 15:45:22 UTC,1718,0
8211,Nedlagt fastfood-biks gemte stor underjordisk hemmelighed,112,2018-08-24 09:53:01 UTC,85867,1
12100,TV: Målfattig herrefight,Fyn,2018-09-19 15:32:53 UTC,8,0
8644,Svindelsag faldet til jorden: To mænd frifundet i sag om falske iPhones,112,2018-06-22 10:55:58 UTC,8290,0
4577,570 mio. på spil på fredag: Fem fede ting at bruge millionerne på,Sundhed,2018-06-20 15:16:00 UTC,26196,1
15394,"Nazi-tanks, NFL-hold og vanvittige super-yachts",Kendte,2018-10-16 13:17:48 UTC,3272,0
4127,Endelig! Her er Mascha Vangs kæreste,flash,2018-04-01 13:54:48 UTC,222822,1
19000,De værdigt trængende,Lederen,2018-04-13 06:00:00 UTC,7522,0
16638,Mand skød mod bekendt og personale på psykiatrisk center,Ritzau,2018-04-24 09:02:37 UTC,5,0
10778,Unge kastede sten mod politibil,112,2018-07-21 08:04:27 UTC,24890,1
30463,Lars Løkke melder afbud til Koldings Obama-arrangement,Dansk politik,2018-09-20 14:43:58 UTC,2,0
3676,Avis-koks efter Larsen-kaos,Nyheder,2018-07-14 10:27:11 UTC,114613,1
21187,Tyskland truer med mere grænsekontrol,Samfund,2018-08-07 21:47:24 UTC,38498,1
26595,Slog til i nat - dansk stjerne stråler i USA,Ishockey,2018-11-14 07:58:56 UTC,15393,1
9974,Familie købte hjemløse og holdt dem som slaver - nu har de fået deres dom,112,2018-05-05 16:37:13 UTC,47286,1
3977,Kollektivet sejrede,Storkøbenhavn,2018-09-14 20:27:01 UTC,18,0
26752,To pærer – en sød og en salt,Meninger,2018-11-20 19:07:23 UTC,974,0
22186,Datatilsyn glæder sig over voksende sagspukkel efter nye regler,Samfund,2018-06-25 18:26:37 UTC,1042,0
10737,PET-meddelers søn i retten: Jeg troede nogen skulle dø,112,2018-04-11 13:25:27 UTC,4262,0
8105,Hus i flammer: Det bliver svært at redde,112,2018-04-12 12:57:18 UTC,39109,1
10083,Dr. Bumbum på flugt efter mislykket numseoperation,112,2018-07-19 07:16:23 UTC,25129,1
22385,Klædte sig i guld: Nu har hun landet drømmejobbet,Samfund,2018-05-12 12:06:33 UTC,116538,1
10657,Asylansøger fængslet for trusler,112,2018-06-05 18:43:55 UTC,35510,1
1676,Grevinde Alexandra springer ud som sangerinde,Danske kongelige,2018-11-02 08:25:27 UTC,37620,1
10354,Tibet-sagen: Anklager kræver frihedsstraf til ledende politifolk,112,2018-06-18 13:59:15 UTC,3513,0
31511,'Vild med dans'-stjerne afslører: Her er min nye kæreste,Danske kendte,2018-10-25 19:19:40 UTC,67423,1
26957,Har fire års venteliste: Clairvoyante Rikke er topchefernes hemmelige trumf,Tæt på,2018-11-03 08:10:26 UTC,8227,0
3853,Det er som at få tilbudt et Formel 1-sæde i Monaco,Trav,2018-05-27 08:00:00 UTC,1377,0
29381,Eksotisk danser med fyld til gården og gaden,Intl. kendte,2018-09-21 22:48:05 UTC,1264,0
31690,DR-vært: - Jeg er bange for at blive en frygtelig kæreste,Danske kendte,2018-04-15 19:58:55 UTC,110065,1
1498,Afgjort efter straffe,Storkøbenhavn,2018-09-06 20:42:58 UTC,18,0
5496,Ballade efter dansk topopgør: - Det er naturligvis ikke i orden,1. division,2018-04-25 09:28:01 UTC,23946,1
215,Langt ude: Danskere fanget af UEFA-regel,Europa League,2018-08-23 10:19:35 UTC,26640,1
30194,Midt under skandale: Minister på længere barsel - uden vikar,Dansk politik,2018-05-29 15:43:20 UTC,109158,1
33300,Bindegalt: Ung keeper skal koste Chelsea halv mia.,Premier League,2018-08-07 16:49:08 UTC,46511,1
28282,Saksesparksmål sender Silkeborg i semifinalen,Tipsbladet,2018-04-04 20:46:00 UTC,1,0
28593,Døde pludseligt: Var i gang med ny musik,DK MusikNYT,2018-09-30 15:07:55 UTC,94055,1
26283,"Våben, porno og kul som investering? Mænd siger ja, kvinder nej",Investor,2018-09-07 07:13:01 UTC,1,0
26777,Thisted: Stakkels Joachim – og hans familie,Meninger,2018-06-18 09:01:59 UTC,5445,0
4785,Varmer bænk i AaB: Klubben er klar til stjernesalg,AaB,2018-05-22 10:30:07 UTC,14691,1
14948,"Fodboldbombe fra Fifa: Overvejer et ""mini VM"" for otte landshold",Finans,2018-05-02 13:38:01 UTC,511,0
8183,50-årig dræbt af knivstik: Mistænkt følte sig forfulgt,112,2018-05-25 19:18:00 UTC,810,0
17602,Silende regn afbryder sidste Formel 1-træning på Hockenheim,Ritzau,2018-07-21 13:20:22 UTC,2,0
10581,Tribune styrter sammen under teaterforestilling,112,2018-05-25 06:48:26 UTC,45841,1
35855,Nye Astana-problemer: Fuglsang måtte råbe i radioen,Tour de france 2018,2018-07-15 20:15:04 UTC,50887,1
24445,Hårdt ramt: Det vælter ind med nødstedte pindsvin,Samfund,2018-09-23 19:46:02 UTC,33,0
27396,65 voldtægter: Hveranden der bliver dømt er indvandrer eller efterkommer,nationen,2018-07-02 10:20:15 UTC,25321,1
6030,Region Varde vinder speedway-DM for hold,Speedway,2018-09-19 23:27:38 UTC,10,0
35310,Flygtninge sender koner og børn til hjemlandet: Frygter de skal blive for norske,Krig & katastrofer,2018-06-02 22:32:32 UTC,29925,1
29842,Brand midt i København: Stor gade spærret,New Articles,2018-05-16 13:31:20 UTC,331,0
21464,Kongevejr på vej: Her bliver det 18 grader,Samfund,2018-04-05 19:30:00 UTC,82720,1
14351,Danske slotsejere i bitter navnestrid,Finans,2018-06-26 07:38:01 UTC,13,0
31877,Mascha Vang smider (over)tøjet,Danske kendte,2018-05-06 19:09:04 UTC,207792,1
24520,Ryanair-fly måtte afbryde flyvning: 30 syge passagerer bragt på hospitalet ,Samfund,2018-07-14 06:18:19 UTC,97700,1
19165,Absurd bonus-fest,Lederen,2018-08-22 06:00:00 UTC,3245,0
5171,Klagede over smerte i næsen: Kirurg gør ulækkert fund ,Verden på vrangen,2018-10-14 13:18:26 UTC,141712,1
12953,Derfor må du ikke bare skifte sæde på flyet,Ferie,2018-04-04 20:54:27 UTC,181729,1
32025,Komiker snød sig til 10.000 kroner: TV3 glæder sig,Danske kendte,2018-09-30 06:18:00 UTC,4261,0
9627,Pilot styrter i døden: Ville opfylde sin fars sidste ønske,112,2018-08-28 21:55:34 UTC,44444,1
30122,DF: EU-bankunion er ikke løsning på milliardsvindel,Dansk politik,2018-10-18 14:04:53 UTC,965,0
35465,Dansk dykker redder drenge ud af grotte: Vi bedøver dem ,Krig & katastrofer,2018-07-08 17:04:28 UTC,192675,1
31669,Fie Laursen hasteindlagt: Nu forklarer hun sig ,Danske kendte,2018-09-27 16:38:29 UTC,1814,0
18800,OL-vinder er blevet lam efter alvorligt styrt,Cykling,2018-09-07 23:36:27 UTC,166,0
13629,Nu kommer den femte børsnotering på minibørsen First North – men de fire første har sendt forventningerne i bund,Finans,2018-04-26 06:13:01 UTC,2,0
11927,Var helt overtændt: Død mand fundet i nedbrændt villa,112,2018-09-06 11:47:23 UTC,7,0
17528,Smukfest forventer at øge sin omsætning med millioner,Ritzau,2018-08-12 14:27:34 UTC,2,0
4341,15.000 falske netbutikker lokker med tilbud på Black friday,Forbrug,2018-11-23 07:30:25 UTC,5244,0
23419,17-årig pige blev selv nomineret til ydmygende pris: - Jeg er i chok,Samfund,2018-05-12 14:11:36 UTC,157576,1
33933,Dansk smykkegigant i nye problemer: Må nedjustere igen,Erhvervsnyheder,2018-11-06 07:46:41 UTC,81268,1
18481,Roger Federer stormer videre mod rekord i Wimbledon,Tennis,2018-07-06 20:48:34 UTC,1283,0
4311,Tre klager fra kæresten du aldrig må ignorere,Kys & kærlighed,2018-08-05 23:05:49 UTC,55632,1
2834,TV: Højde og drøjde til forskel,Jyllandmidt,2018-09-05 17:59:55 UTC,9,0
35328,Lig hentes op af massegrave i Syrien - kan bruges som bevis,Krig & katastrofer,2018-11-27 21:16:48 UTC,979,0
32804,Kom tæt på kanon-kongen Skov: Her er FCK-profilens hemmeligheder ,Sport og Spil,2018-11-04 09:39:52 UTC,3272,0
24489,Alliance opruster mod Danske Bank: - Det er nogle omvendte gribbe,Samfund,2018-11-21 18:53:05 UTC,5682,0
30012,Grafik: Skattely i Copenhagen Towers,New Articles,2018-06-19 16:03:23 UTC,3,0
15745,Løkke: Trumps nye forsvarskrav er ren retorik,Ritzau,2018-07-12 10:48:04 UTC,1,0
9452,12-årige fik hård afvisning af 112: Få fat på en voksen ,112,2018-10-08 11:54:36 UTC,89370,1
8306,Mand stukket ned med kniv i lejlighed,112,2018-08-22 08:50:00 UTC,15779,1
35168,21 civile dræbt i angreb mod grøntmarked i Yemen,Krig & katastrofer,2018-10-25 21:44:58 UTC,458,0
21668,Ryanair indgår aftale med irske piloter,Samfund,2018-08-23 10:43:38 UTC,505,0
28472,Thorup inden guldfinalen: Arbejdet er langt fra færdiggjort,Tipsbladet,2018-05-20 18:16:00 UTC,1,0
9964,Bilfærge brager ind i mole: Flere fik knubs og meget væltede,112,2018-08-23 08:42:46 UTC,73092,1
34918,Midt i fyringsrunde: DR bruger formue på stor fodboldbegivenhed,Landsholdsfodbold,2018-09-18 10:54:38 UTC,68,0
13988,Putin nægtede russisk indblanding i valg og foreslog samarbejde om cybersikkerhed,Finans,2018-07-16 19:53:01 UTC,22,0
11134,Bus styrter ned på togspor i Finland: Fire dræbt,112,2018-08-24 16:22:33 UTC,4093,0
9820,Penkowas modenhed bliver centrum i retssag mod universitet,112,2018-09-20 12:27:04 UTC,4,0
11718,Dræbte fem i lastbilangreb i Stockholm: Nu har han fået tæv i fængslet,112,2018-08-09 21:30:08 UTC,115027,1
6035,Kenyansk fest i London: Marathon-kongen gjorde det igen,Atletik,2018-04-22 13:52:47 UTC,3124,0
11108,Kvinde gemte stoffer for næsten 40.000 kroner i sin vagina,112,2018-07-12 12:44:44 UTC,23814,1
12847,Ny undersøgelse afslører ekstremt snyd på TripAdvisor,Ferie,2018-09-30 20:50:55 UTC,77747,1
9481,Anklaget i bestikkelsessag efter fejlsendt e-mail: Fuck!,112,2018-04-08 19:28:24 UTC,56626,1
27227,Nederen,ingemann,2018-06-15 20:00:00 UTC,34762,1
25018,Nye billeder: Øver Neymar skuespil til træning?,VM 2018,2018-07-04 22:07:14 UTC,71432,1
2782,Rikke er Danmarks dato-duks: Hendes Fakta er næsten perfekt,Fødevarer,2018-09-01 07:40:02 UTC,34,0
30500,Løhde og co. i vilde forhandlinger: Har kæmpet non-stop i et døgn om disse knaster,Dansk politik,2018-04-28 10:20:44 UTC,50120,1
29882,Grafik: Russiske Ubaade,New Articles,2018-05-30 12:31:54 UTC,1,0
30032,"Romsdalrock.com: Bjergbestiger fanges i lavine i Romsdalen, Norge",New Articles,2018-04-16 22:02:36 UTC,1,0
5407,Hjulmand går sammen med verdensstjerne: Sådan vil de ændre fodboldverdenen,FC Nordsjælland,2018-04-01 20:51:48 UTC,77388,1
21251,Halloween-spøg skaber rædsel på motorvej: Er det for groft?,Samfund,2018-10-31 07:00:27 UTC,102919,1
17535,Bordeller i København blev afpresset af bandemedlemmer,Ritzau,2018-05-25 13:08:40 UTC,1,0
25301,Kroatisk vrede efter VAR-dom: – Lad mig sige én sætning,VM 2018,2018-07-15 21:54:34 UTC,139218,1
17738,Trump foreslår karantæne til knælende NFL-spillere,Ritzau,2018-07-21 03:31:36 UTC,1,0
5823,Otte sider om finalerne - læs dem her,Finalen,2018-04-27 21:34:35 UTC,665,0
26033,Kevins uforlignelige sommer: - Som team sparker vi røv,Formel 1,2018-07-29 20:20:41 UTC,60876,1
14164,»Uhyre sjælden« diamant sættes til salg for første gang – du har næppe råd til den ,Finans,2018-11-11 10:23:01 UTC,19,0
8031,To fængslet for gruppeoverfald,112,2018-08-25 16:22:30 UTC,4972,0
16460,Politi løslader unge sigtet for voldtægter i Nordsjælland,Ritzau,2018-08-21 14:02:03 UTC,1,0
26967,Prebens mave ædt af kødædende bakterie: - Jeg har fået min dødsdom,Tæt på,2018-05-17 11:12:39 UTC,18227,1
19786,Obama-besøg koster danske skatteborgere millioner,Politik,2018-08-26 16:21:12 UTC,35227,1
34881,Efter to år i frostboks: Landsholdsprofil har ændret sig,Landsholdsfodbold,2018-11-16 15:47:21 UTC,4470,0
24780,Slut med druk-fester med prostituerede: Sådan blev taberhold VM-klar,VM 2018,2018-06-14 13:03:46 UTC,26882,1
25586,Derfor er Brøndbys og FCM's guldkamp helt skæv,Brøndby,2018-05-18 13:09:25 UTC,55210,1
18823,Sagan forlænger med tysk cykelhold,Cykling,2018-09-28 22:01:19 UTC,7,0
20623,Kvinder med muslimsk baggrund får flest aborter,Samfund,2018-04-23 01:35:39 UTC,4183,0
31336,Dansk tv-kendis hemmeligt gift,Danske kendte,2018-09-05 13:50:59 UTC,49,0
34740,Eriksen om fremtiden: Jeg føler ikke de vil smide mig ud,Landsholdsfodbold,2018-11-16 07:45:19 UTC,49349,1
17040,Spansk premierminister forbereder sig på nederlag i parlament,Ritzau,2018-06-01 11:15:32 UTC,1,0
5311,Dansk badmintontalent flirtede med VM-sensation ,Badminton,2018-07-31 07:24:59 UTC,5585,0
19361,Slovak med russisk uddannelse vil lede EU-Kommissionen,Politik,2018-09-17 10:29:41 UTC,3,0
34496,Fra engangsforestilling til millionsucces: Her er alle filmene,"Film, tv & radio",2018-10-14 15:20:12 UTC,1770,0
21248,V-politiker kritiseres efter Facebook-opslag: - Tæt på ubetalt prostitution,Samfund,2018-07-29 12:36:24 UTC,95080,1
23066,USA lover genforening af familier til gengæld for asylafslag,Samfund,2018-06-25 05:09:15 UTC,802,0
8959,Omringet af kødædere: Her falder hun i indkøbscentrets hajbassin,112,2018-10-18 17:02:59 UTC,82883,1
18874,Udstiller dem som duller: Nu skal det være slut,Cykling,2018-05-05 09:15:38 UTC,11754,1
19200,Vådeskud ,Lederen,2018-11-17 06:00:00 UTC,7326,0
30574,Internationalt center til Danmark: Kan give 400-500 jobs,Dansk politik,2018-11-15 10:00:22 UTC,70644,1
3506,Varmebølge giver problemer med koldt drikkevand,Gode råd om,2018-07-26 10:41:20 UTC,9394,0
9776,Tysk mand dømt for at heile ved demonstration,112,2018-09-14 18:53:45 UTC,1,0
13992,Verdens mest solgte bil får nyt udseende,Finans,2018-11-17 08:57:01 UTC,15,0
